ID列	地域ID指定列	音素列	かな列	IPA列	訳列	系統列	意味領域列	品詞列	アクセント型列	音節構造列	語幹列	備考列	音声ファイル列	画像ファイル列	動画列	活用列	標準語ひらがな列	例文指定列	更新列	例文列	例文訳列
2453	1	kwaain	くぁーいん	kwaːiɴ	固まる	沖縄語	その他	動詞		CCVV.VC	母音語幹		kwaain.wav				かたまる		20220418		
2454	1	kwaain	くぁーいん	kwaːiɴ	食う	沖縄語	その他	動詞		CCVV.VC	母音語幹		kwaain.wav				くう		20220418	waaja duunaa kusuu kwaatandoojaa	豚は自分たちの糞を食べていたよね
2455	1	čuuwančun	ちゅーわんちゅん	ʨuːwanʨuɴ	チクチクする	沖縄語	その他	動詞		CVV.CVC.CVC	子音語幹		cuuwancun.wav				チクチクする		20220418		
2456	1	hičirin	ひちりん	hiʨiɾiɴ	ちぎれる	沖縄語	その他	動詞		CV.CV.CVC	母音語幹		hicirin.wav				ちぎれる		20220418		
2457	1	bonmakasun	ぼんまかすん	bommakasuɴ	ボンという音をする	沖縄語	その他	動詞		CVC.CV.CV.CVC	NA		bonmakasun.wav				ボンというおとをする		20220418		
2458	1	sirarin	しらりん	ɕiɾaɾiɴ	擦られる	沖縄語	その他	動詞		CV.CV.CVC	母音語幹		sirarin.wav				こすられる		20220418		
2459	1	učiagain	うちあがいん	uʨiagaiɴ	打ち上がる	沖縄語	その他	動詞		V.CV.V.CV.VC	母音語幹		uciagain.wav				うちあがる		20220418		
2460	1	tattubasun	たっとぅばすん	tattubasuɴ	切り取る	沖縄語	その他	動詞		CVC.CV.CV.CVC	子音語幹		tattubasun.wav				きりとる		20220418		
2461	1	tain	たいん	taiɴ	足りる	沖縄語	その他	動詞		CV.VC	母音語幹		tain.wav				たりる		20220418		
2462	1	kasisun	かしすん	kaɕisuɴ	手伝う	沖縄語	その他	動詞		CV.CV.CVC	子音語幹		kasisun.wav				てつだう		20220418		
2463	1	simain	しまいん	ɕimaiɴ	終わる	沖縄語	動作	動詞		CV.CV.VC	母音語幹		simain.wav				おわる		20220418		
2464	1	agumun	あぐむん	agumuɴ	よじ登る	沖縄語	動作	動詞		V.CV.CVC	子音語幹		agumun.wav				よじのぼる		20220418		
2465	1	aasun	あーすん	aːsuɴ	合わせる	沖縄語	動作	動詞		VV.CVC	子音語幹		aasun.wav				あわせる		20220418		
2466	1	tanagain	たーながいん	tanagaiɴ	捻くれる	沖縄語	状態	動詞		CV.CV.CV.VC	母音語幹		tanagain.wav				ひねくれる		20220418		
2467	1	čibain	ちばいん	ʨibaiɴ	頑張る	沖縄語	動作	動詞		CV.CV.VC	母音語幹						がんばる	2481	20220418		
2468	1	sinkaa	しんかー	ɕinkaː	例示	沖縄語	その他	接辞		CVC.CVV			sinkaa.wav				れいじ		20220418		
2469	1	nagee	なげー	nageː	など	沖縄語	その他	接辞		CV.CVV			nagee.wav				など		20220418		
2470	1	 -taa	たー	 taː	複数	沖縄語	その他	接辞		CVV							ふくすう		20220418		
2471	1	 -nčaa	んちゃー	 nʨaː	複数	沖縄語	その他	接辞	NA	CCVV		人間名詞にしか接続できない					ふくすう		20220418		
2472	1	 -nučaa	ぬちゃー	 nuʨaː	複数	沖縄語	その他	接辞	NA	CV.CVV		人間名詞にしか接続できない					ふくすう		20220418		
2473	1	u	う	u	非過去	沖縄語	その他	接辞	NA	V							ひかこ		20220418	kačun.	書く
2474	1	i	い	i	非過去	沖縄語	その他	接辞	NA	V							ひかこ		20220418	nuin.	乗る
2475	1	ta	た	ta	過去	沖縄語	その他	接辞	NA	CV							かこ		20220418	kiitan	蹴った
2476	1	ita	いた	ita	過去2	沖縄語	その他	接辞	NA	V.CV							かこ2	2454	20220418	haamake nzeeru hiizanu kusaa kaitasee	浜に行って，山羊の草を刈っていたさ
2477	1	uta	うた	uta	過去2	沖縄語	その他	接辞	NA	V.CV							かこ2	2477	20220418	ari wataa miččutandoojaa	あれはおなかがいっぱいになっていたな
2478	1	joo	よー	joː	疑問詞疑問文	沖縄語	その他	接辞	NA	CVV							ぎもんしぎもんぶん	2478	20220418	taaga ujoo	誰がいる？
2479	1	raa	らー	ɾaː	意思	沖縄語	その他	接辞	NA	CVV							いし	2479	20220418	namakara uri areraajaa	今からこれを洗おう
2480	1	ree	れー	ɾeː	命令	沖縄語	その他	接辞	NA	CVV							めいれい	2214_327	20220418	kiinu juda ačimiree	木の枝を集めろ
2481	1	riroo	りろー	ɾiɾoː	命令	沖縄語	その他	接辞	NA	CV.CVV							めいれい	2481	20220418	čibariroo!	がんばりなさい！
2482	1	rankee	らんけー	ɾankeː	禁止	沖縄語	その他	接辞	NA	CVC.CVV							きんし	2482	20220418	koorankee!	買うな！
2483	1	raa	らー	ɾaː	推量	沖縄語	その他	接辞	NA	CVV							すいりょう	2511	20220418	namakara uri areraajaa	今からこれを洗おうね
2484	1	ru	る	ɾu	係り結び	沖縄語	その他	接辞	NA	CV							かかりむすび	250	20220418	kweeru nairu	（枯れた葉っぱが）堆肥になる
2485	1	ruwa	るわ	ruwa	条件	沖縄語	その他	接辞	NA	CV.CV							じょうけん	2485	20220418	iiruwa kusui numiroo	酔ったら薬を飲みなさい
2486	1	roo	ろー	roː	条件2	沖縄語	その他	接辞	NA	CVV							じょうけん２	2158	20220418	awatiroo keerindoo	急いだら転がる
2487	1	tu	とぅ	tu	原因	沖縄語	その他	接辞	NA	CV							げんいん	1967	20220418		
2488	1	rankwa	らんくぁ	rankwa	否定条件	沖縄語	その他	接辞	NA	CVC.CCV							ひていじょうけん	2159	20220418		開けなければ
2489	1	tai	たい	tai	並列	沖縄語	その他	接辞	NA	CV.V							へいれつ		20220418	kuruzaata kakitai sooju kakitai	黒砂糖をかけたり醤油をかけたりご飯を食べていたけどな
2490	1	na	なー	na	否定継起	沖縄語	その他	接辞	NA	CV							ひていけいき	2535	20220418	uma ussani sika nikuee neena	そこらへんにしか残っていなくて
2491	1	rangutu	らんぐとぅ	rangutu	継起否定	沖縄語	その他	接辞	NA	CVC.CV.CV							けいきひてい		20220418	ngangutu	行かないで
2492	1	si	し	ɕi	名詞化	沖縄語	その他	接辞	NA	CV							ほぶん	2492_2047_2078	20220418	gančoo cukuisi rahani?	眼鏡を作るやつじゃないか？
2493	1	nu	ぬ	nu	連体	沖縄語	その他	接辞	NA	CV							れんたい	2493_2219	20220418	anu zibun urinkan	あの時代はそれより栄養あるものはないけど
2494	1	gači	がち	gaʨi	~ながら	沖縄語	その他	接辞	NA	CV.CV							どうじ		20220418	sara areigači terebi nčun	皿を洗いながらテレビを見る
2495	1	naka	なか	naka	~ながら	沖縄語	その他	接辞	NA	CV.CV							どうじ	2495	20220418	jaake keeinaka	家に帰る間
2496	1	ee	えー	eː	継起	沖縄語	その他	接辞	NA	VV							けいき	2496	20220418	isi nagiee wairu futan	石を投げて割っていたよ
2497	1	n	ん	ɴ	〜も	沖縄語	その他	助詞	NA	C							～も	2497	20220418	haan atasee	井戸もあったさ
2498	1	ga	が	ga	が	沖縄語	その他	助詞	NA	CV		主格を表す					しゅかく　ぞくかく	2160_2521	20220418	taruuga tačoon	太郎が立っている
2499	1	nu	ぬ	nu	が	沖縄語	その他	助詞	NA	CV		主格を表す					ぞくかく	334	20220418	taruunu sasin	太郎の写真
2500	1	ke	け	ke	に・へ	沖縄語	その他	助詞	NA	CV		与格を表す					よかく	646_2284	20220418	waaga duusike zin turačan	私が友達にお金をあげた
2501	1	kara	から	kara~hara	から	沖縄語	その他	助詞	NA	CV.CV		奪格を表す					だつかく	2501	20220418	taruuja jaakara fukake nzitan	太郎は家から外へ出た
2502	1	hee	へー	heː	で・手法	沖縄語	その他	助詞	NA	CVV		具格を表す					ぐかく	2502_2013	20220418	tarooja hoočahee iibi čitan	太郎は包丁で指を切った
2503	1	madi	までぃ	madi~mari	まで	沖縄語	その他	助詞	NA	CV.CV		限界格を表す					げんかいかく	2503	20220418	načimadi mačun	夏まで待つ
2504	1	nkan	んかん	nkan	より	沖縄語	その他	助詞	NA	CCVC		比較格を表す					ひかくかく	2504	20220418	taruuja uttunkan furu magisan	太郎は弟より背が高い
2505	1	jaa	やー	jaː	確認要求	沖縄語	その他	助詞	NA	CVV		相手の要求を求める					かくにんようきゅう	2533	20220418	anu čuuja kui čurasanjaa	（相手の同意を求めて）あの人は声が綺麗だね。
2506	1	doo	どー	doː	強調	沖縄語	その他	助詞	NA	CVV							きょうちょう	2045	20220418	Ɂmaaja muru ari randoo kaizuka	そこは全部あれだよ。貝塚だよ
2507	1	sa	さ	sa	説明	沖縄語	その他	助詞	NA	CV		相手に新しい情報を伝えるときに使用される					せつめい	2448	20220418	uzira fussa	びっくりするなあ
2508	1	see	せー	seː	説明	沖縄語	その他	助詞	NA	CVV		相手に新しい情報を伝えるときに使用される					せつめい	2497	20220418	mani agijoonu ato nama nukujootasee	（田んぼが）上がっている跡はまだ残っているさ
2509	1	mahee	まへー	maheː	確認要求	沖縄語	その他	助詞	NA	CV.CVV		相手の要求を求める					かくにんようきゅう	2509	20220418	maani uuzibatakiga atamahee	そこに砂糖黍畑があったんだろう
2510	1	ru	る	ru	焦点	沖縄語	その他	助詞	NA	CV							しょうてん	285	20220418	hanakoja arangutu taruugaru	花子ではなくて，太郎が倒れたよ
2511	1	ga	が	ga	焦点	沖縄語	その他	助詞	NA	CV		疑問詞につく					しょうてんじょし	2511	20220418	nuuga cukujootarajaa	何を作っていたんだろううな
2512	1	ga	が	ga	疑問詞疑問	沖縄語	その他	助詞	NA	CV							ぎもん	707_2512	20220418	urija taa inga	これは誰の犬なの？
2513	1	kajaa	かやー	kajaa	かな	沖縄語	その他	助詞	NA	CV.CV							じもん	2513	20220418	suuja nuu numukaja	父は何を飲むかな
2514	1	ka	か	ka	か	沖縄語	その他	助詞	NA	CV		埋め込み疑問に使われる					ぎもん	2524	20220418	suuga saki numuka numanka wakarann	お前のお父さんが酒を飲むか飲まないか知らない
2515	1	bekee	べけー	bekeː	限定	沖縄語	その他	助詞	NA	CV.CVV							げんてい		20220418	magihee soosezibikatu gohanbeke jatatuja	(おかずは)大きいソーセージだけと，ごはんだけだったからね
2516	1	tuka	とぅか	tuka	例示	沖縄語	その他	助詞	NA	CV.CV							れいじ		20220418	kunzagaginu mikanbatakituka muru čizičoon	くんじゃがぎのミカン畑とか全部続いている
2517	1	gara	がら	gara	例示	沖縄語	その他	助詞	NA	CV.CV		疑問語に接続し、不定詞を形成する					れいじ	2517	20220418	nufufu nuugara mučoon	布だかなんだか持っている
2518	1	nčun	んちゅん	nʨun	さえ	沖縄語	その他	助詞	NA	CCVC							さえ		20220418	zoorincun haamakara hiriee čooru	草履さえも浜から拾ってきたものだったさ
2519	1	ja	や	ja	は	沖縄語	その他	助詞	NA	CV		主題を表す					しゅだい	2156	20220418	nkasinčuutaaja ganzuusatan	昔の人は頑丈だった
2520	1	n	ん	n	直説法	沖縄語	その他	接辞	NA	C							ちょくせつほう		20220418	hanakoja arangutu taruugaru tooritajo	花子ではなくて，太郎が倒れたよ
2521	1	ga	が	ga	焦点	沖縄語	その他	助詞	NA	CV							ぞくかく	2511	20220418	waaga kwaasi	私のお菓子
2522	1	te	て	te	引用	沖縄語	その他	助詞	NA	CV							いんよう		20220418	ariga Ɂjaa hajoomite isiga	彼が「お前走っている？」というけど
2523	1	siga	しが	ɕiga	逆説	沖縄語	その他	助詞	NA	CV.CV							ぎゃくせつ		20220418	taruuja gakusei jasiga hanakuja cutomenin jassa	太郎は学生だけど花子は会社員だ
2524	1	ka	か	ka	疑問	沖縄語	その他	助詞	NA	CV							ぎもん	2524	20220418	suuga saki numuka numanka wakaran	お前のお父さんが酒を飲むか飲まないか知らない
2525	1	ga	が	ga	の	沖縄語	その他	助詞	NA	CV		属格を表す。有生性が高い名詞に使用される					しょうてん	2525	20220418		
2526	1	nu	ぬ	nu	の	沖縄語	その他	助詞	NA	CV		属格を表す。有生性が低い名詞に使用される					せつめい	2214	20220418		
2527	1	gajaa	がやー	gajaː	かな	沖縄語	その他	助詞	NA	CV.CV							ぎもんし	2527	20220418		
2528	1	jo	よ	jo	強調	沖縄語	その他	助詞	NA	CV							きょうちょう	2528	20220418	ačisajo!	暑い！
2529	1	see	せー	seː	さ	沖縄語	その他	助詞	NA	CVV		新しい情報を伝えるときに使用される。					せつめい	2508	20220418	mani agijoonu ato nama nukujootasee	（田んぼが）上がっている跡はまだ残っているさ
2530	1	sa	さ	sa	形容詞接辞	沖縄語	その他	接辞	NA	CV.CVV		形容詞語根に接続する。					せつめい	2533	20220418	maani uuzibatakiga atamahee	そこに砂糖黍畑があったんだろう
2531	1	hani	はんい	hani	確認要求	沖縄語	その他	助詞	NA	CV.CV							かくにん	2531	20220418	hima mandonani	暇あるじゃないか
2532	1	doo	どー	doː	よ	沖縄語	その他	助詞	NA	CVV							きょうちょう	285	20220418	Ɂmaaja muru ari randoo kaizuka	そこは全部あれだよ。貝塚だよ
2533	1	jaa	やー	jaː	ね	沖縄語	その他	助詞	NA	CVV							かくにんようきゅう	2533	20220418	anu čuuja kui čurasanjaa	（相手の同意を求めて）あの人は声が綺麗だね。
2534	1	i	い	i	か	沖縄語	その他	助詞	NA	V							ぎもん	335	20220418	maani mizi aimi? neeni?	ここに水はあるの？ないの？
2535	1	na	な	na	か	沖縄語	その他	助詞	NA	CV							ぎもん	2235	20220418		
2536	1	joo	よー	joː	継続	沖縄語	その他	接辞	NA	CVV							けいぞく	110	20220418		
2537	1	nubuin	ぬぶいん	nubuiɴ	登る	沖縄語	その他	助詞		CV.CV.VC							のぼる	52_336_707	20220418		
2538	1	unu	うぬ	unu	この・その	沖縄語	その他	連体詞		V.CV							この・その	2538	20220418		
2539	1	anu	あぬ	anu	あの	沖縄語	その他	連体詞		V.CV							あの	2539	20220418		
2540	1	ga	が	ga	目的	沖縄語	その他	接辞	NA	CV		動詞語幹につく、～しにいくの意味を表す。						551	20220418		
2541	1	tuzun	とぅじゅん	tudʑuɴ	研ぐ	沖縄語	動作	動詞		CV.CVC							とぐ	115	20220418		
2542	1	ras	ras	使役	使役	沖縄語	その他	接辞		CVC								524_217	20220418		
2543	1	raf	raf	使役	使役	沖縄語	その他	接辞		CVC									20220418		
2544	1	habu	はぶ	habu	ハブ	沖縄語	動物	名詞	a	CV.CV							はぶ		20220418		
2545	1	si	し	ɕi	名詞化	沖縄語	その他	接辞	NA	CV		動詞・形容詞を名詞化するために使用される						2492_2047_2078	20220418		
2546	1	sara	さら	sara	皿	沖縄語	道具	名詞		CV.CV								2103	20220418		
2547	1	wačun	わちゅん	waʨuɴ	わく	沖縄語	動作	動詞		CV.CVC								821	20220418		
2548	1	sinsii	しんしー	ɕinɕiː	先生	沖縄語	人間	名詞		CVC.CVV								2129	20220418		
2549	1	ʔnzun	んじゅん	ʔndʑuɴ	行く	沖縄語	動作	動詞		CV.CVC								703	20220418		
2550	1	ni	に	ni	に	沖縄語	その他	助詞		CV								2156	20220418		
2551	1	ran	らん	raɴ	否定	沖縄語	その他	接辞		CVC								242	20220418		
2552	1	harusaa	はるさー	harusaː	農民	沖縄語	人間	名詞		CV.CV.CVV								285	20220418		
2553	1	hazi	はじ	hadʑi	だろう	沖縄語	その他	名詞		CV.CV								1843	20220418		
2554	1	atain	あたいん	ataiɴ	当たる	沖縄語	動作	動詞		V.CV.VC							あたる	699	20220418		
2555	1	ha	は	ha	形容詞接辞	沖縄語	その他	接辞		CV									20220418		
2556	1	duu	どぅー	duː	自分	沖縄語	代名詞	名詞		CVV		再帰代名詞ですが、伊平屋では2人称としても使える							20220418		
2557	1	rari	らり	rari	られる・れる	沖縄語	その他	接辞				受け身・可能を表す						1977	20220418		
2558	1	kwaasi	くわーし	kwaːɕi	菓子	沖縄語	その他	接辞		CV.CV								2521	20220418		
2559	1	nkasinčuu	んかしんちゅー	nkasinʨuː	昔の人	沖縄語	人間	名詞										320	20220418		
2560	1	miččun	みっちゅん	mitʨuɴ	満たす	沖縄語	動作	動詞		CVC.CVC								2477	20220418		
2561	1	haa	はー	haː	泉・井戸	沖縄語	天地	名詞		CVV								2497	20220418		
2562	1	gaa	がー	gaː	泉・井戸	沖縄語	天地	名詞		CVV									20220418		
2563	1	ʔmaa	ʔまー	ʔmaː	ここ・そこ	沖縄語	代名詞	名詞		P.CVV		umaのバリエーション						2534	20220418		
2564	1	tu	とぅ	tu	と	沖縄語	その他	助詞		CV								2379	20220418		
2565	1	zii	じー	dʑiː	字	沖縄語	道具	名詞		CVV								2219	20220418		
2666	1	i	い	i	語幹形成母音	沖縄語	その他	接辞		V								68	20220418		
2667	1	fun	ふん	fuɴ	する	沖縄語	動作	動詞		CVC								2448	20220418		
2668	1	ten	てん	teɴ	でも	沖縄語	その他	助詞		CVC		累加のnが融合したと思われる							20220418		
yanagawa1	101	abarabone	あばらぼね	abaɾabone	肋骨	肥筑方言	体	名詞	無アクセント	V.CV.CV.CV.CV									2022年3月26日		
yanagawa10	101	anaccan	あなっつぁん	anattsaɴ	あなた	肥筑方言	代名詞	名詞	無アクセント	V.CVC.CVC								yanagawar209	2022年3月26日	anaccanna sogen yuuyaroo.	あなたはそう言うでしょう。
yanagawa100	101	hoogen	ほーげん	hoːgeɴ	方言	肥筑方言	その他	名詞	無アクセント	CVV.CVC								yanagawar206	2022年3月26日	hoogenba siraburu.	方言を調べる。
yanagawa101	101	hotokesan	ほとけさん	hotokesaɴ	仏壇	肥筑方言	住	名詞	無アクセント	CV.CV.CV.CVC								yanagawar166	2022年3月26日	hotokesanno tokorokara botetto aetagenayo.	仏壇のところから（蛇が）ぼてっと落ちたらしいよ。
yanagawa102	101	huro	ふろ	ɸuɾo	風呂	肥筑方言	その他	名詞	無アクセント	CV.CV								yanagawar410	2022年3月26日	huroni irayanmeega.	風呂に入らないといけないじゃない。
yanagawa103	101	huteri	ふてり	ɸuteɾʲi	二人	肥筑方言	数詞	名詞	無アクセント	CV.CV.CV								yanagawar87	2022年3月26日	baa huteri onnahannaranomo.	まあ，二人いらっしゃるならね
yanagawa104	101	hutoka	ふとか	ɸutoka	大きい	肥筑方言	物理的性質	屈折形容詞	無アクセント	CV.CV.CV								yanagawar117	2022年3月26日	kogen hutoka wakudoono oriyottagenatanmo.	こんなに大きいヒキガエルがいたらしいよ。
yanagawa105	101	hyakusyoo	ひゃくしょー	çakuɕoː	農家	肥筑方言	その他	名詞	無アクセント	CGV.CV.CGVV								yanagawar31	2022年3月26日	hyakusyooba sitabattengara kenka seekazzya nakattayo.	百姓をしたけど，こんな生活じゃなかったよ。
yanagawa106	101	seekatu	せーかつ	seːkatsu	生活	肥筑方言	その他	名詞	無アクセント	CVV.CV.CV								yanagawar31	2022年3月26日	hyakusyooba sitabattengara kenka seekazzya nakattayo.	百姓をしたけど，こんな生活じゃなかったよ。
yanagawa107	101	i	い	i	よ	肥筑方言	その他	助詞	無アクセント	V								yanagawar91	2022年3月26日	ittoki sotosan zuui.	少しの間，外へ出ようよ。
yanagawa108	101	ima	いま	ima	今	肥筑方言	その他	副詞	無アクセント	V.CV								yanagawar354	2022年3月26日	imawa haetoranmon.	今は生えていないもの。
yanagawa109	101	in	いん	iɴ	犬	肥筑方言	動物	名詞	無アクセント	VC								yanagawar18	2022年3月26日	asukoni inno oru.	あそこに犬がいる。
yanagawa11	101	anesan	あねさん	anesaɴ	お姉さん	肥筑方言	人間	名詞	無アクセント	V.CV.CVC								yanagawar111	2022年3月26日	anesanna kyoodeeyakkengara	お姉さんは兄弟だから
yanagawa110	101	inu	いぬ	inu	犬	肥筑方言	動物	名詞	無アクセント	V.CV								yanagawar160	2022年3月26日	inuto nekogureeno monzyan.	犬と猫くらいのものだよ。
yanagawa111	101	ippe	いっぺ	ipːe	いっぱい	肥筑方言	その他	副詞	無アクセント	VC.CV									2022年3月26日		
yanagawa112	101	iru	いる	iɾu	入る	肥筑方言	動作	動詞	無アクセント	V.CV	r語幹							yanagawar410	2022年3月26日	huroni irayanmeega.	風呂に入らないといけないじゃない。
yanagawa113	101	iru	いる	iɾu	要る	肥筑方言	状態	動詞	無アクセント	V.CV	r語幹							yanagawar280	2022年3月26日	zaisanno ittobanmo.	財産が要るんだよ。
yanagawa114	101	isogasika	いそがしか	isogaɕika	忙しい	肥筑方言	その他	屈折形容詞	無アクセント	V.CV.CV.CV.CV								yanagawar97	2022年3月26日	isogasikariyotta.	忙しかった。
yanagawa115	101	ito	いと	ito	糸	肥筑方言	その他	名詞	無アクセント	V.CV								yanagawar15	2022年3月26日	syamisenna nanhonno itono aru.	三味線は何本の糸がある？
yanagawa116	101	ittoki	いっとき	itːokʲi	すこしのあいだ	肥筑方言	その他	副詞	無アクセント	VC.CV.CV								yanagawar91	2022年3月26日	ittoki sotosan zuui.	少しの間，外へ出ようよ。
yanagawa117	101	ittyan	いっちゃん	itːɕaɴ	一番	肥筑方言	その他	副詞	無アクセント	VC.CVC								yanagawar100	2022年3月26日	ima sotosan zuttoga ittyan esukamon.	今は外へ出るのが一番怖いもの。
yanagawa118	101	ittyon	いっちょん	itːɕon	全く	肥筑方言	その他	副詞	無アクセント	VC.CVC								yanagawar101	2022年3月26日	watasi ima ittyon deyoranmon.	私は今，まったく（外に）出ていないもの。
yanagawa119	101	ka	か	ka	か	肥筑方言	その他	助詞	無アクセント	CV								yanagawar102	2022年3月26日	dosi sindaka.	なんで死んだのか。
yanagawa12	101	anisan	あにさん	anʲisaɴ	お兄さん	肥筑方言	人間	名詞	無アクセント	V.CV.CVC								yanagawar8	2022年3月26日	anisanna kyoodeeyakken yokabatten	お兄さんは兄弟だからいいけれど
yanagawa120	101	ka	か	ka	～い	肥筑方言	その他	接辞	無アクセント	CV								yanagawar103	2022年3月26日	tiisakabatten origa kenkataisyoo.	小さいけど，私がけんか大将
yanagawa121	101	kaeru	かえる	kaeɾu	帰る	肥筑方言	動作	動詞	無アクセント	CVV.CV	r語幹							yanagawar104	2022年3月26日	tannakasan kaette kite	田んぼへ帰ってきて
yanagawa122	101	kaika	かいか	kaika	かゆい	肥筑方言	その他	屈折形容詞	無アクセント	CVV.CV								yanagawar105	2022年3月26日	sositara mata kaika.	そしたらまた（蚊に刺されて）かゆい。
yanagawa123	101	kaku	かく	kaku	書く	肥筑方言	動作	動詞	無アクセント	CV.CV	k語幹							yanagawar106	2022年3月26日	sogen keeta.	そんなふうに書いた？
yanagawa124	101	kakuru	かくる	kakuɾu	かける	肥筑方言	動作	動詞	無アクセント	CV.CV.CV	e/u語幹							yanagawar107	2022年3月26日	denwa kakete kitatai.	電話をかけてきたよ。
yanagawa125	101	kamige	かみげ	kamʲige	髪の毛	肥筑方言	体	名詞	無アクセント	CV.CV.CV									2022年3月26日		
yanagawa126	101	kara	から	kaɾa	から	肥筑方言	その他	助詞	無アクセント	CV.CV								yanagawar108	2022年3月26日	hatikara sasaretatanmo.	蜂に刺されたよ。
yanagawa127	101	kasee	かせー	kaseː	手伝い	肥筑方言	その他	名詞	無アクセント	CV.CVV								yanagawar109	2022年3月26日	tonanno ziityan baatyanno kaseeni kiyonnahatta.	隣のおじいさんおばあさんが手伝いにいらっしゃっていた。
yanagawa128	101	kasu	かす	kasu	貸す	肥筑方言	動作	動詞	無アクセント	CV.CV	s語幹							yanagawar110	2022年3月26日	tyotto keete kurenkan.	ちょっと貸してくれない？
yanagawa129	101	kataguru	かたぐる	kataguɾu	担ぐ	肥筑方言	動作	動詞	無アクセント	CV.CV.CV.CV	e/u語幹								2022年3月26日		
yanagawa13	101	anmari	あんまり	amːaɾi	あんまり	肥筑方言	その他	副詞	無アクセント	VC.CV.CV								yanagawar10	2022年3月26日	yumeti anmari min.	夢はあまり見ない。
yanagawa130	101	katamuru	かたむる	katamuɾu	担ぐ	肥筑方言	動作	動詞	無アクセント	CV.CV.CV.CV	e/u語幹								2022年3月26日		
yanagawa131	101	kengara	けんがら	keŋgaɾa	〜だから	肥筑方言	その他	助詞	無アクセント	CVC.CV.CV								yanagawar8	2022年3月26日	anesanna kyoodeeyakkengara	お姉さんは兄弟だから
yanagawa132	101	kibisika	きびしか	kʲibʲiɕika	厳しい	肥筑方言	性質他	屈折形容詞	無アクセント	CV.CV.CV.CV								yanagawar112	2022年3月26日	miroti yuuto kibisikagotannomo.	「見ろ」と言うと，厳しい感じだね。
yanagawa133	101	kiree	きれー	kʲiɾeː	きれい	肥筑方言	物理的性質	非屈折形容詞	無アクセント	CV.CVV								yanagawar113	2022年3月26日	ano hanawa kiree.	あの花はきれい。
yanagawa134	101	kiru	きる	kʲiɾu	～できる	肥筑方言	その他	接辞	無アクセント	CV.CV								yanagawar114	2022年3月26日	magoni iikiran.	（そんな乱暴な言い方は）孫に言えない。
yanagawa135	101	ko	こ	ko	子	肥筑方言	その他	名詞	無アクセント	CV								yanagawar115	2022年3月26日	bikitanno kooyaken bikko.	ビキタン（蛙）の子どもだからビッコ（おたまじゃくし）。
yanagawa136	101	kobu	こぶ	kobu	蜘蛛	肥筑方言	虫	名詞	無アクセント	CV.CV									2022年3月26日		
yanagawa137	101	kodomo	こども	kodomo	子供	肥筑方言	その他	名詞	無アクセント	CV.CV.CV								yanagawar116	2022年3月26日	ositukete yuuto kodomowa harakakuyo.	押し付けて言うと，子供は腹を立てるよ。
yanagawa138	101	kogen	こげん	kogeɴ	こんな	肥筑方言	その他	副詞	無アクセント	CV.CVC								yanagawar117	2022年3月26日	kogen hutoka wakudoono oriyottagenatanmo.	こんなに大きいヒキガエルがいたらしいよ。
yanagawa139	101	koko	ここ	koko	ここ	肥筑方言	代名詞	名詞	無アクセント	CV.CV								yanagawar118	2022年3月26日	kokokara yuu miyurubano.	ここからよく見えるよ。
yanagawa14	101	ano	あの	ano	あの	肥筑方言	その他	連体詞	無アクセント	V.CV									2022年3月26日		
yanagawa140	101	komaka	こまか	komaka	小さい	肥筑方言	その他	屈折形容詞	無アクセント	CV.CV.CV								yanagawar119	2022年3月26日	watasiga moo komaka tokkara iiyoru kotobasika den.	私がもう小さい時から言っている言葉しか出ない。
yanagawa141	101	kome	こめ	kome	米	肥筑方言	食	名詞	無アクセント	CV.CV								yanagawar120	2022年3月26日	komeno nematta.	お米が腐れた。
yanagawa142	101	konnoo	こんのー	konnoː	収穫	肥筑方言	その他	名詞	無アクセント	CVC.CVV								yanagawar121	2022年3月26日	konnoo sitai mugigonnoo sitai siyoruken.	（稲の）収穫をしたり，麦の収穫をしたりしているから。
yanagawa143	101	kono	この	kono	この	肥筑方言	その他	連体詞	無アクセント	CV.CV								yanagawar122	2022年3月26日	kono doorawa obuka.	この俵は重い。
yanagawa144	101	kosyuu	こしゅー	koɕuː	唐辛子	肥筑方言	食	名詞	無アクセント	CV.CGVV									2022年3月26日		
yanagawa145	101	kotoba	ことば	kotoba	言葉	肥筑方言	その他	名詞	無アクセント	CV.CV.CV								yanagawar123	2022年3月26日	kotobano araka.	言葉が荒い。
yanagawa146	101	kuime	くいめ	kuime	虫食い穴	肥筑方言	その他	名詞	無アクセント	CVV.CV								yanagawar124	2022年3月26日	kuimega tyottosita kuimeyan.	虫食い穴が，ちょっとした虫食い穴。
yanagawa147	101	kunme	くんめ	kumːe	久留米	肥筑方言	地名	名詞	無アクセント	CVC.CV									2022年3月26日		
yanagawa148	101	kurasu	くらす	kuɾasu	殴る	肥筑方言	動作	動詞	無アクセント	CV.CV.CV	s語幹							yanagawar125	2022年3月26日	mamiga miyoba kurasitattai.	マミがミヨを殴ったんだよ。
yanagawa149	101	kurau	くらう	kuɾau	噛む	肥筑方言	動作	動詞	無アクセント	CV.CVV	w語幹							yanagawar126	2022年3月26日	watasiwa kurawareyoru.	私はよく虫にかまれている。
yanagawa15	101	ano	あの	ano	あの	肥筑方言	その他	間投詞	無アクセント	V.CV								yanagawar11	2022年3月26日	ano minamigawani tyuuzaisyono attarooga.	あの，南側に駐在所があったでしょう？
